Year,Team,Team Abbreviation,Player,Free Agent,Free Agent Date,Team Options Exercised,Team Options Exercised Date,Veteran Scale Extension,Veteran Scale Extension Team,Veteran Scale Extension Team Abbreviation,Rookie Scale Extension,Rookie Scale Extension Team,Rookie Scale Extension Team Abbreviation,Waived,Waived Date,Newly Acquired,Newly Acquired Date,url
1985-1986,Los Angeles Lakers,LAL,Chuck Nevitt,,,,,,,,,,,1,"Nov 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Petur Gudmundsson,1,"Mar 29, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Bob McAdoo,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Mike McGee,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Dexter Shouse,,,,,,,,,,,1,"Oct 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Jamaal Wilkes,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Maurice Lucas,,,,,,,,,,,,,1,"Aug 19, 1985",https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Los Angeles Lakers,LAL,Kurt Rambis,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/13/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Kevin Grevey,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Mark McNamara,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Paul Thompson,,,,,,,,,,,1,"Oct 13, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Earl Jones,1,"Jan 24, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,"Mike Dunleavy, Sr.",1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Andre Goode,,,,,,,,,,,1,"Oct 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Ray Knight,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Jeff Lamp,,,,,,,,,,,1,"Feb 3, 1986",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,McKinley Singleton,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Bryan Warrick,,,,,,,,,,,1,"Nov 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,Milwaukee Bucks,MIL,Ricky Pierce,,,,,1,Milwaukee Bucks,MIL,,,,,,,,https://basketball.realgm.com/nba/teams/Random/16/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Wayne Sappleton,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Mike Gminski,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Kevin McKenna,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Ron Brewer,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Rod Higgins,1,"Mar 3, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Micheal Ray Richardson,,,,,,,,,,,1,"Feb 25, 1986",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,George Johnson,,,,,,,,,,,1,"Oct 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Fernando Martin,,,,,,,,,,,1,"Oct 29, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Butch Graves,,,,,,,,,,,1,"Sep 30, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Mickey Johnson,,,,,,,,,,,,,1,"Aug 21, 1985",https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Yvon Joseph,,,,,,,,,,,1,"Nov 8, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,Albert King,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New Jersey Nets,NJN,George Almones,,,,,,,,,,,1,"Sep 30, 1985",,,https://basketball.realgm.com/nba/teams/Random/18/Transaction_History/1986
1985-1986,New York Knicks,NYK,Butch Carter,,,,,,,,,,,1,"Nov 12, 1985",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Kevin Springman,,,,,,,,,,,1,"Oct 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Ron Cavenall,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Trent Tucker,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Truck Robinson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Louis Orr,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Ken Green,1,"Apr 4, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Chris McNealy,,,,,1,New York Knicks,NYK,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Eddie Lee Wilkins,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Clinton Wheeler,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Ed Sherod,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Steve Burtt,,,,,,,,,,,1,"Oct 18, 1985",,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,New York Knicks,NYK,Bill Cartwright,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/20/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Jeff Ruland,,,,,,,,,,,,,1,"Jun 16, 1986",https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Voise Winters,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Roy Hinson,,,,,,,,,,,,,1,"Jun 16, 1986",https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Butch Carter,,,,,,,,,,,1,"Dec 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,George Johnson,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Paul Thompson,,,,,,,,,,,1,"Dec 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Jeff Cross,,,,,,,,,,,1,"Oct 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Kenny Green,,,,,,,,,,,,,1,"Jan 10, 1986",https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Clint Richardson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Cliff Robinson,,,,,,,,,,,,,1,"Jun 16, 1986",https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Sam Williams,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Derrick Gervin,,,,,,,,,,,1,"Oct 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Philadelphia Sixers,PS,Daryl Lloyd,,,,,,,,,,,1,"Oct 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/22/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Larry Nance,,,,,1,Phoenix Suns,PHX,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,James Edwards,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Alvin Scott,,,,,,,,,,,1,"Oct 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Kyle Macy,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Mike Holton,,,,,,,,,,,1,"Nov 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Rod Foster,,,,,,,,,,,1,"Jun 8, 1986",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Phoenix Suns,PHX,Devin Durrant,,,,,,,,,,,1,"Nov 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/23/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Tom Scheffler,,,,,,,,,,,1,"Aug 5, 1985",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Ben Coleman,,,,,,,,,,,1,"Nov 12, 1985",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Clyde Drexler,,,,,1,Portland Trail Blazers,POR,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Steve Johnson,,,,,,,,,,,,,1,"Jun 19, 1986",https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Perry Young,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Audie Norris,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Brian Martin,1,"Mar 16, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Ken Green,,,,,,,,,,,1,"Oct 3, 1985",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Portland Trail Blazers,POR,Joe Atkinson,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/24/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Ed Nealy,,,,,,,,,,,1,"Oct 21, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Geoff Huston,,,,,,,,,,,1,"Oct 20, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,David Pope,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Joe Binion,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Don Buse,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Michael Adams,,,,,,,,,,,1,"Dec 17, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Pete Verhoeven,,,,,,,,,,,1,"Oct 21, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,David Cooke,,,,,,,,,,,1,"Nov 20, 1985",,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Mark Olberding,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,Sacramento Kings,SAC,Joe C. Meriweather,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/25/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Stewart Granger,,,,,,,,,,,1,"Oct 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,John Paxson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Johnny Moore,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Rod Higgins,1,"Jan 25, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Steve Johnson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Ozell Jones,,,,,,,,,,,1,"Oct 25, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,David Thirdkill,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Ray Williams,,,,,,,,,,,1,"Mar 28, 1986",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Linton Townes,,,,,,,,,,,1,"Jul 16, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Earl Jones,,,,,,,,,,,1,"Dec 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,David Greenwood,,,,,,,,,,,,,1,"Oct 24, 1985",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Mychal Thompson,,,,,,,,,,,,,1,"Jun 19, 1986",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Jeff Cook,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Sidney Lowe,,,,,,,,,,,1,"Oct 14, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Ennis Whatley,1,"Feb 11, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Jon Sundvold,,,,,,,,,,,,,1,"Oct 23, 1985",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Victor Fleming,,,,,,,,,,,1,"Oct 25, 1985",,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Jeff Lamp,1,"Feb 21, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,San Antonio Spurs,SAS,Jeff Wilkins,,,,,,,,,,,,,1,"Feb 15, 1986",https://basketball.realgm.com/nba/teams/Random/26/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Brian Martin,,,,,,,,,,,1,"Nov 4, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Cory Blackwell,,,,,,,,,,,1,"Oct 1, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Anthony Teachey,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Al Wood,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Alex Stivrins,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,David Pope,1,"Jan 26, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,John Schweitz,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Gene Smith,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,David Thompson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Tom Chambers,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Reggie King,,,,,,,,,,,1,"Oct 8, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Joe Cooper,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Danny Vranes,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Rolando Lamb,,,,,,,,,,,1,"Oct 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Seattle SuperSonics,SS,Jeff Cross,,,,,,,,,,,1,"Oct 24, 1985",,,https://basketball.realgm.com/nba/teams/Random/27/Transaction_History/1986
1985-1986,Utah Jazz,UTA,J.J. Anderson,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Delaney Rudd,,,,,,,,,,,1,"Oct 21, 1985",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Steve Hayes,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Bobby Hansen,,,,,1,Utah Jazz,UTA,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Jeff Cook,,,,,,,,,,,,,1,"Feb 15, 1986",https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Marc Iavaroni,,,,,,,,,,,,,1,"Feb 15, 1986",https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Pace Mannion,,,,,,,,,,,1,"Apr 10, 1986",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Mark Eaton,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Kenny Natt,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Darrell Griffith,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Ray Hall,,,,,,,,,,,1,"Oct 7, 1985",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Rich Kelley,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Utah Jazz,UTA,Billy Paultz,,,,,,,,,,,1,"Sep 11, 1985",,,https://basketball.realgm.com/nba/teams/Random/29/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Ennis Whatley,1,"Jan 12, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Stu Primus,,,,,,,,,,,1,"Oct 2, 1985",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Claude Gregory,1,"Jan 29, 1986",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,George Johnson,,,,,,,,,,,1,"Nov 25, 1985",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Charles A. Jones,1,"Jul 1, 1985",,,,,,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Moses Malone,,,,,,,,,,,,,1,"Jun 16, 1986",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Terry Catledge,,,,,,,,,,,,,1,"Jun 16, 1986",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Cliff Robinson,,,,,1,Washington Bullets,WB,,,,,,,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Kevin McKenna,,,,,,,,,,,1,"Jun 17, 1986",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Guy Williams,,,,,,,,,,,1,"Oct 22, 1985",,,https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
1985-1986,Washington Wizards,WAS,Leon Wood,,,,,,,,,,,,,1,"Jan 10, 1986",https://basketball.realgm.com/nba/teams/Random/30/Transaction_History/1986
