Year,Team,Team Abbreviation,Player,Traded Date,Traded Team,Free Agent,Free Agent Date,Waived,Waived Date,Destination Team Abbreviation,Destination Team,Sign Contract,Sign Contract Date,Type,url
1982,Philadelphia Sixers,PHI,Clemon Johnson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1982,Philadelphia Sixers,PHI,Marc Iavaroni,,,,,,,,,1,"Aug 1, 1982",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1981,Philadelphia Sixers,PHI,Doug Collins,,,1,"Jul 1, 1981",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1981,Philadelphia Sixers,PHI,Mike Bantom,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1980,Philadelphia Sixers,PHI,Bernard Toone,,,1,"Oct 12, 1980",1,"Oct 10, 1980",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1980,Philadelphia Sixers,PHI,Henry Bibby,,,1,"Oct 11, 1980",1,"Oct 9, 1980",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1979,Philadelphia Sixers,PHI,Marlon Redmond,,,1,"Jul 1, 1979",,,KCK,Kansas City Kings,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1979,Philadelphia Sixers,PHI,Eric Money,,,1,"Oct 27, 1979",1,"Oct 25, 1979",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1979,Philadelphia Sixers,PHI,Al Skinner,,,1,"Feb 13, 1980",1,"Feb 11, 1980",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1979,Philadelphia Sixers,PHI,Joe Bryant,"Oct 5, 1979",SDC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1979,Philadelphia Sixers,PHI,Lionel Hollins,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Harvey Catchings,"Feb 7, 1979",NJN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,World B. Free,"Oct 12, 1978",SDC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,George McGinnis,"Aug 16, 1978",DEN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Ted McClain,,,1,"Oct 13, 1978",1,"Oct 11, 1978",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Marlon Redmond,,,,,,,,,1,"Feb 12, 1979",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Eric Money,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Al Skinner,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1978,Philadelphia Sixers,PHI,Bobby Jones,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1977,Philadelphia Sixers,PHI,Terry Furlow,"Oct 3, 1977",CLE,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1977,Philadelphia Sixers,PHI,"Mike Dunleavy, Sr.",,,1,"Nov 16, 1977",1,"Nov 14, 1977",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1977,Philadelphia Sixers,PHI,Ted McClain,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Fred Carter,"Dec 7, 1976",MIL,1,"Jul 1, 1976",,,PHI,Philadelphia Sixers,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Clyde Lee,,,1,"Jul 1, 1976",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Wali Jones,,,1,"Oct 22, 1976",1,"Oct 20, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Leroy Ellis,,,1,"Jul 1, 1976",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Connie Norman,,,1,"Oct 22, 1976",1,"Oct 20, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Billy Cunningham,,,1,"Jul 1, 1976",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Julius Erving,,,,,,,,,1,"Oct 20, 1976",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1976,Philadelphia Sixers,PHI,Henry Bibby,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,John Tschogl,,,1,"Sep 16, 1975",1,"Sep 14, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,Allan Bristow,,,1,"Oct 24, 1975",1,"Oct 22, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,Ken Durrett,,,1,"Sep 17, 1975",1,"Sep 15, 1975",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,Freddie Boyd,,,,,1,"Jan 23, 1976",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,Don Smith,,,1,"Jul 1, 1975",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1975,Philadelphia Sixers,PHI,Wali Jones,,,,,,,,,1,"Feb 27, 1976",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Larry Cannon,,,1,"Oct 18, 1974",1,"Oct 16, 1974",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Larry Jones,,,1,"Oct 17, 1974",1,"Oct 15, 1974",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Rod Freeman,,,1,"Jul 1, 1974",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Tom Van Arsdale,"Nov 8, 1974",ATL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Don May,,,1,"Oct 5, 1974",1,"Oct 3, 1974",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,John Tschogl,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Billy Cunningham,,,,,,,,,1,"Sep 1, 1974",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Ken Durrett,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1974,Philadelphia Sixers,PHI,Clyde Lee,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Manny Leaks,,,1,"Oct 10, 1973",1,"Oct 8, 1973",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Jeff Halliburton,,,1,"Jul 1, 1973",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Dale Schlueter,"Apr 18, 1973",ATL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Kevin Loughery,,,1,"Jul 1, 1973",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Mike Price,,,1,"Jul 1, 1973",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Dave Sorenson,,,1,"Jul 1, 1973",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Hal Greer,,,1,"Jul 1, 1973",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Steve Mix,,,,,,,,,1,"Aug 29, 1973",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Larry Jones,,,,,,,,,1,"Sep 10, 1973",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1973,Philadelphia Sixers,PHI,Toby Kimball,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Al Henry,,,1,"Oct 3, 1972",1,"Oct 1, 1972",PHI,Philadelphia Sixers,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Dave Wohl,"Oct 2, 1972",POR,1,"Jul 1, 1972",,,PHI,Philadelphia Sixers,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Barry Yates,,,1,"Oct 9, 1972",1,"Oct 7, 1972",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Dennis Awtrey,"Oct 18, 1972",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Bill Bridges,"Nov 2, 1972",LAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Fred Foster,"Jul 31, 1972",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Luke Jackson,,,1,"Jul 1, 1972",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Billy Cunningham,,,1,"Jul 1, 1972",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Bob Rule,"Nov 10, 1972",CLE,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Jeff Halliburton,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Tom Van Arsdale,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Don May,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Leroy Ellis,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Dale Schlueter,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Mike Price,,,,,,,,,1,"Oct 10, 1972",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1972,Philadelphia Sixers,PHI,Dave Sorenson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Wali Jones,"Dec 13, 1971",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Connie Dierking,,,1,"Jul 1, 1971",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Jim Washington,"Nov 20, 1971",ATL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Bailey Howell,,,1,"Jul 1, 1971",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Bud Ogden,,,1,"Sep 19, 1971",1,"Sep 17, 1971",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Freddie Crawford,,,1,"Sep 28, 1971",1,"Sep 26, 1971",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Archie Clark,"Oct 18, 1971",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Fred Carter,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Kevin Loughery,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Bob Rule,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1971,Philadelphia Sixers,PHI,Bill Bridges,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Darrall Imhoff,"Oct 16, 1970",CIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Matt Guokas,"Oct 16, 1970",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Fred Foster,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Connie Dierking,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Freddie Crawford,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1970,Philadelphia Sixers,PHI,Bailey Howell,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1969,Philadelphia Sixers,PHI,Craig Raymond,"Oct 4, 1969",CIN,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1969,Philadelphia Sixers,PHI,Chet Walker,"Sep 2, 1969",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1969,Philadelphia Sixers,PHI,Shaler Halimon,"Sep 2, 1969",CHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1969,Philadelphia Sixers,PHI,Fred Hetzel,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1969,Philadelphia Sixers,PHI,Jim Washington,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1968,Philadelphia Sixers,PHI,Wilt Chamberlain,"Jul 9, 1968",LAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1968,Philadelphia Sixers,PHI,Ron Filipek,,,1,"Jul 1, 1968",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1968,Philadelphia Sixers,PHI,Jiff Wilson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1968,Philadelphia Sixers,PHI,Darrall Imhoff,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1968,Philadelphia Sixers,PHI,Archie Clark,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1967,Philadelphia Sixers,PHI,Johnny Green,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1966,Philadelphia Sixers,PHI,Larry Costello,,,,,,,,,1,"Sep 1, 1966",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Steve Courtin,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Red Kerr,"Sep 22, 1965",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Larry Jones,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Ben Warley,"Oct 27, 1965",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Larry Costello,,,1,"Jul 1, 1965",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Wali Jones,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1965,Philadelphia Sixers,PHI,Gerry Ward,,,,,,,,,1,"Oct 24, 1965",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Jerry Greenspan,,,1,"Nov 12, 1964",1,"Nov 10, 1964",,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Dolph Schayes,,,1,"Jul 1, 1964",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Connie Dierking,"Jan 15, 1965",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Paul Neumann,"Jan 15, 1965",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Hubie White,,,1,"Jul 1, 1964",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Lee Shaffer,"Jan 15, 1965",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1964,Philadelphia Sixers,PHI,Wilt Chamberlain,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1963,Philadelphia Sixers,PHI,Len Chappell,"Oct 21, 1963",NYK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1963,Philadelphia Sixers,PHI,Connie Dierking,,,,,,,,,1,"Sep 1, 1963",Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
1963,Philadelphia Sixers,PHI,Hubie White,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/22/roster-turnover
2018,Phoenix Suns,PHX,Danuel House,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Elfrid Payton,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Tyson Chandler,,,1,"Nov 6, 2018",1,"Nov 4, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Marquese Chriss,"Aug 31, 2018",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Alex Len,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Shaquille Harrison,,,1,"Oct 17, 2018",1,"Oct 15, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Alan Williams,,,1,"Jul 4, 2018",1,"Jul 2, 2018",BRK,Brooklyn Nets,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Brandon Knight,"Aug 31, 2018",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Davon Reed,,,1,"Oct 18, 2018",1,"Oct 16, 2018",IND,Indiana Pacers,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Jared Dudley,"Jul 20, 2018",BRK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Tyler Ulis,,,1,"Jul 2, 2018",1,"Jun 30, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Alec Peters,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Jamal Crawford,,,,,,,,,1,"Oct 16, 2018",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Jawun Evans,,,,,,,,,1,"Dec 7, 2018",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Richaun Holmes,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,"Kelly Oubre, Jr.",,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2018,Phoenix Suns,PHX,Tyler Johnson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Elijah Millsap,,,1,"Oct 16, 2017",1,"Oct 14, 2017",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Leandro Barbosa,,,1,"Jul 5, 2017",1,"Jul 3, 2017",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Derrick Jones,,,1,"Dec 9, 2017",1,"Dec 7, 2017",MIA,Miami Heat,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Eric Bledsoe,"Nov 7, 2017",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Ronnie Price,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Elfrid Payton,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Danuel House,,,,,,,,,1,"Dec 8, 2017",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2017,Phoenix Suns,PHX,Troy Daniels,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Chase Budinger,,,1,"Jul 1, 2016",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Archie Goodwin,,,1,"Oct 26, 2016",1,"Oct 24, 2016",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,P.J. Tucker,"Feb 23, 2017",TOR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Mirza Teletovic,,,1,"Jul 1, 2016",,,MIL,Milwaukee Bucks,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,John Jenkins,,,1,"Jan 8, 2017",1,"Jan 6, 2017",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Jon Leuer,,,1,"Jul 1, 2016",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Jared Dudley,,,,,,,,,1,"Jul 8, 2016",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Leandro Barbosa,,,,,,,,,1,"Jul 19, 2016",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2016,Phoenix Suns,PHX,Elijah Millsap,,,,,,,,,1,"Apr 8, 2017",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Marcus Thornton,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Reggie Bullock,"Jul 9, 2015",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Markieff Morris,"Feb 18, 2016",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Jerel McNeal,,,1,"Jul 18, 2015",1,"Jul 16, 2015",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Earl Barron,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Gerald Green,,,1,"Jul 1, 2015",,,MIA,Miami Heat,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Brandan Wright,,,1,"Jul 1, 2015",,,MEM,Memphis Grizzlies,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Danny Granger,"Jul 9, 2015",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Marcus Morris,"Jul 9, 2015",DET,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Mirza Teletovic,,,,,,,,,1,"Jul 17, 2015",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Tyson Chandler,,,,,,,,,1,"Jul 9, 2015",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Chase Budinger,,,,,,,,,1,"Mar 8, 2016",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Jon Leuer,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2015,Phoenix Suns,PHX,Ronnie Price,,,,,,,,,1,"Jul 17, 2015",Added,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Channing Frye,,,1,"Jul 1, 2014",,,ORL,Orlando Magic,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Leandro Barbosa,,,1,"Jul 1, 2014",,,GSW,Golden State Warriors,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Ish Smith,,,1,"Jul 17, 2014",1,"Jul 15, 2014",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Emeka Okafor,,,1,"Jul 1, 2014",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Goran Dragic,"Feb 19, 2015",MIA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Dionte Christmas,,,1,"Jul 26, 2014",1,"Jul 24, 2014",,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Miles Plumlee,"Feb 19, 2015",MIL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
2014,Phoenix Suns,PHX,Shavlik Randolph,"Jan 15, 2015",BOS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/23/roster-turnover
