Year,Team,Team Abbreviation,Player,Traded Date,Traded Team,Free Agent,Free Agent Date,Waived,Waived Date,Destination Team Abbreviation,Destination Team,Sign Contract,Sign Contract Date,Type,url
2018,Atlanta Hawks,ATL,Malcolm Delaney,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Dennis Schroder,"Jul 25, 2018",OKC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Antonius Cleveland,,,,,1,"Jul 21, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Tyler Cavanaugh,,,1,"May 13, 2018",1,"May 11, 2018",UTA,Utah Jazz,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Josh Magette,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Mike Muscala,"Jul 25, 2018",PHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Isaiah Taylor,,,1,"Jul 2, 2018",1,"Jun 30, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Damion Lee,,,1,"Jul 1, 2018",,,GSW,Golden State Warriors,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Jaylen Morris,,,1,"Jul 21, 2018",1,"Jul 19, 2018",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Andrew White,,,1,"Jul 1, 2018",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Tyler Dorsey,"Feb 7, 2019",MEM,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Alex Len,,,,,,,,,1,"Aug 3, 2018",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Alex Poythress,,,,,,,,,1,"Aug 20, 2018",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Justin Anderson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Deyonta Davis,,,,,,,,,1,"Mar 19, 2019",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2018,Atlanta Hawks,ATL,Vince Carter,,,,,,,,,1,"Aug 24, 2018",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Tim Hardaway Jr.,,,1,"Jul 1, 2017",,,NYK,New York Knicks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Kris Humphries,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Jose Calderon,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Paul Millsap,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Dwight Howard,"Jun 20, 2017",CHA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Ryan Kelly,"Jun 28, 2017",HOU,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Mike Dunleavy,,,1,"Jul 2, 2017",1,"Jun 30, 2017",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Thabo Sefolosha,,,1,"Jul 1, 2017",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Ersan Ilyasova,,,1,"Feb 28, 2018",1,"Feb 26, 2018",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Miles Plumlee,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Dewayne Dedmon,,,,,,,,,1,"Jul 21, 2017",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2017,Atlanta Hawks,ATL,Isaiah Taylor,,,,,,,,,1,"Oct 17, 2017",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Mike Scott,"Feb 23, 2017",PHX,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Al Horford,,,1,"Jul 1, 2016",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Kyle Korver,"Jan 7, 2017",CLE,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Tiago Splitter,"Feb 22, 2017",PHI,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Lamar Patterson,,,1,"Feb 28, 2017",1,"Feb 26, 2017",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Edy Tavares,,,1,"Nov 2, 2016",1,"Oct 31, 2016",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Jeff Teague,"Jul 7, 2016",IND,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Kirk Hinrich,,,1,"Jul 1, 2016",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Mike Dunleavy,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Ersan Ilyasova,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Dwight Howard,,,,,,,,,1,"Jul 12, 2016",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2016,Atlanta Hawks,ATL,Ryan Kelly,,,,,,,,,1,"Sep 19, 2016",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Austin Daye,,,1,"Jul 11, 2015",1,"Jul 9, 2015",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Shelvin Mack,"Feb 18, 2016",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,DeMarre Carroll,,,1,"Jul 1, 2015",,,TOR,Toronto Raptors,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Elton Brand,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Pero Antic,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,John Jenkins,,,1,"Jul 1, 2015",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Tim Hardaway Jr.,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Kris Humphries,,,,,,,,,1,"Mar 1, 2016",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Kirk Hinrich,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2015,Atlanta Hawks,ATL,Tiago Splitter,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Cartier Martin,,,1,"Jul 1, 2014",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Gustavo Ayon,,,1,"Jul 1, 2014",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Lou Williams,"Jun 30, 2014",TOR,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Kent Bazemore,,,,,,,,,1,"Sep 10, 2014",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Austin Daye,,,,,,,,,1,"Mar 15, 2015",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2014,Atlanta Hawks,ATL,Thabo Sefolosha,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,DeShawn Stevenson,,,1,"Aug 4, 2013",1,"Aug 2, 2013",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Zaza Pachulia,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Johan Petro,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Anthony Tolliver,,,1,"Jul 1, 2013",,,CHA,Charlotte Hornets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Dahntay Jones,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Devin Harris,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Josh Smith,,,1,"Jul 1, 2013",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Ivan Johnson,,,1,"Jul 1, 2013",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Elton Brand,,,,,,,,,1,"Jul 15, 2013",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,DeMarre Carroll,,,,,,,,,1,"Aug 2, 2013",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Paul Millsap,,,,,,,,,1,"Jul 10, 2013",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2013,Atlanta Hawks,ATL,Cartier Martin,,,,,,,,,1,"Oct 15, 2013",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Jerry Stackhouse,,,1,"Jul 1, 2012",,,BRK,Brooklyn Nets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Marvin Williams,"Jul 11, 2012",UTA,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Jannero Pargo,,,1,"Feb 12, 2013",,,ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Tracy McGrady,,,1,"Jul 1, 2012",,,SAS,San Antonio Spurs,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Vladimir Radmanovic,,,1,"Jul 1, 2012",,,CHI,Chicago Bulls,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Erick Dampier,,,1,"Jul 1, 2012",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Willie Green,"Jul 30, 2012",LAC,1,"Jul 1, 2012",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Jason Collins,,,1,"Jul 1, 2012",,,BOS,Boston Celtics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Joe Johnson,"Jul 11, 2012",BRK,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Kirk Hinrich,,,1,"Jul 1, 2012",,,CHI,Chicago Bulls,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Shelvin Mack,,,,,,,,,1,"Mar 6, 2013",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Kyle Korver,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Lou Williams,,,,,,,,,1,"Jul 12, 2012",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Johan Petro,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Anthony Tolliver,,,,,,,,,1,"Sep 25, 2012",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Dahntay Jones,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,Devin Harris,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2012,Atlanta Hawks,ATL,DeShawn Stevenson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Josh Powell,,,1,"Jul 1, 2011",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Magnum Rolle,,,1,"Dec 24, 2011",1,"Dec 23, 2011",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Damien Wilkins,,,1,"Jul 1, 2011",,,DET,Detroit Pistons,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Pape Sy,,,1,"Dec 24, 2011",1,"Dec 23, 2011",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Jamal Crawford,,,1,"Jul 1, 2011",,,POR,Portland Trail Blazers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Hilton Armstrong,,,1,"Jul 1, 2011",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Etan Thomas,,,1,"Jul 1, 2011",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Jerry Stackhouse,,,,,,,,,1,"Dec 9, 2011",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Jannero Pargo,,,,,,,,,1,"Dec 20, 2011",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Vladimir Radmanovic,,,,,,,,,1,"Dec 9, 2011",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Erick Dampier,,,,,,,,,1,"Feb 9, 2012",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Willie Green,,,,,,,,,1,"Dec 22, 2011",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2011,Atlanta Hawks,ATL,Tracy McGrady,,,,,,,,,1,"Dec 9, 2011",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Mario West,,,1,"Jul 1, 2010",,,BOS,Boston Celtics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Randolph Morris,,,1,"Jul 1, 2010",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Mike Bibby,"Feb 23, 2011",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Joe Smith,,,1,"Jul 1, 2010",,,NJN,New Jersey Nets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Maurice Evans,"Feb 23, 2011",WAS,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Josh Powell,,,,,,,,,1,"Jul 26, 2010",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Damien Wilkins,,,,,,,,,1,"Dec 3, 2010",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Hilton Armstrong,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Kirk Hinrich,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2010,Atlanta Hawks,ATL,Etan Thomas,,,,,,,,,1,"Sep 2, 2010",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Solomon Jones,,,1,"Jul 1, 2009",,,IND,Indiana Pacers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Flip Murray,,,1,"Jul 1, 2009",,,CHA,Charlotte Hornets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Othello Hunter,,,1,"Jan 7, 2010",1,"Jan 5, 2010",ATL,Atlanta Hawks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Thomas Gardner,,,1,"Jul 1, 2009",,,MEM,Memphis Grizzlies,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Speedy Claxton,"Jun 25, 2009",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Acie Law,"Jun 25, 2009",GSW,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Jamal Crawford,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Joe Smith,,,,,,,,,1,"Aug 25, 2009",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2009,Atlanta Hawks,ATL,Jason Collins,,,,,,,,,1,"Sep 2, 2009",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Salim Stoudamire,,,1,"Jul 1, 2008",,,SAS,San Antonio Spurs,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Josh Childress,,,1,"Jul 1, 2008",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Jeremy Richardson,,,1,"Jul 1, 2008",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Thomas Gardner,,,,,,,,,1,"Aug 6, 2008",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Flip Murray,,,,,,,,,1,"Aug 13, 2008",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Randolph Morris,,,,,,,,,1,"Jul 30, 2008",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2008,Atlanta Hawks,ATL,Maurice Evans,,,,,,,,,1,"Jul 29, 2008",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Slava Medvedenko,,,1,"Jul 1, 2007",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Tyronn Lue,"Feb 16, 2008",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Anthony Johnson,"Feb 16, 2008",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Esteban Batista,,,1,"Jul 1, 2007",,,BOS,Boston Celtics,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Royal Ivey,,,1,"Jul 1, 2007",,,MIL,Milwaukee Bucks,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Lorenzen Wright,"Feb 16, 2008",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Shelden Williams,"Feb 16, 2008",SAC,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Jeremy Richardson,,,,,,,,,1,"Feb 18, 2008",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2007,Atlanta Hawks,ATL,Mike Bibby,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,John Edwards,"Aug 22, 2006",IND,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Donta Smith,,,1,"Jul 1, 2006",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Al Harrington,"Aug 22, 2006",IND,1,"Jul 1, 2006",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Anthony Grundy,,,1,"Jul 1, 2006",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Speedy Claxton,,,,,,,,,1,"Jul 13, 2006",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Lorenzen Wright,,,,,,,,,1,"Aug 30, 2006",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Slava Medvedenko,,,,,,,,,1,"Dec 28, 2006",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2006,Atlanta Hawks,ATL,Anthony Johnson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Michael Stewart,,,1,"Jul 1, 2005",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Kevin Willis,,,1,"Jul 1, 2005",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Tom Gugliotta,,,1,"Jul 1, 2005",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Tony Delk,,,1,"Feb 28, 2006",1,"Feb 24, 2006",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,James Thomas,,,1,"Jul 12, 2005",1,"Jul 5, 2005",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Boris Diaw,"Aug 19, 2005",PHX,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Peja Drobnjak,,,1,"Jul 8, 2005",1,"Jul 1, 2005",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Obinna Ekezie,,,1,"Jul 12, 2005",1,"Jul 5, 2005",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,John Edwards,,,,,,,,,1,"Aug 23, 2005",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2005,Atlanta Hawks,ATL,Joe Johnson,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Jason Terry,"Aug 4, 2004",DAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Chris Crawford,,,1,"Feb 28, 2005",1,"Feb 24, 2005",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Wesley Person,,,1,"Jul 1, 2004",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Joel Przybilla,,,1,"Jul 1, 2004",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Stephen Jackson,"Jul 15, 2004",IND,1,"Jul 1, 2004",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Bob Sura,,,1,"Jul 1, 2004",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Travis Hansen,,,1,"Aug 4, 2004",1,"Aug 2, 2004",,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Zeljko Rebraca,,,1,"Jul 1, 2004",,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Michael Bradley,,,1,"Jul 1, 2004",,,ORL,Orlando Magic,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Jacque Vaughn,,,1,"Jul 1, 2004",,,NJN,New Jersey Nets,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Alan Henderson,"Aug 4, 2004",DAL,,,,,,,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Mamadou N'Diaye,,,1,"Jul 1, 2004",,,LAC,Los Angeles Clippers,,,Lost,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Kevin Willis,,,,,,,,,1,"Sep 22, 2004",Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Tom Gugliotta,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Tony Delk,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Al Harrington,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Tyronn Lue,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Michael Stewart,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
2004,Atlanta Hawks,ATL,Peja Drobnjak,,,,,,,,,,,Added,https://basketball.realgm.com/nba/teams/random/1/roster-turnover
